318,319,320,63,63,63,63,63,63,63,23,63,63,63,63,63,63,63,63,63,63,63,63,23,63,63,63,63,63,0,63,315,316,317,
358,359,360,63,63,63,63,63,63,63,63,23,63,63,63,63,63,63,63,63,63,63,23,63,63,63,63,63,63,0,63,355,356,357,
398,399,400,63,63,63,63,63,63,63,23,63,63,63,63,63,63,63,63,63,63,63,63,23,63,63,63,63,63,0,63,395,396,397,
438,439,440,63,63,63,63,63,63,63,63,23,63,63,63,63,63,63,63,63,63,63,23,63,63,63,63,63,63,0,63,435,436,437,
478,479,480,63,63,63,63,63,63,63,23,63,63,63,63,63,63,63,63,63,63,63,63,23,63,63,63,63,63,0,63,475,476,477,
518,519,520,63,63,63,63,63,63,63,63,23,63,63,63,63,63,63,63,63,63,63,23,63,63,63,63,63,63,0,63,515,516,517,
558,559,560,63,63,63,63,63,63,63,23,63,63,63,63,63,63,63,63,63,63,63,63,23,63,63,63,63,63,0,63,555,556,557,
23,63,23,63,63,63,63,63,63,63,63,23,63,63,65,25,26,63,63,63,63,63,23,63,63,63,63,63,63,63,63,23,63,23,
23,63,23,63,63,63,63,63,63,63,23,63,63,63,63,63,63,63,63,63,63,63,63,23,63,63,63,63,63,63,63,23,63,23,
23,63,23,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,23,63,23,
23,63,23,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,23,63,23,
197,198,199,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,195,196,197,198,
237,238,239,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23,23,23,23,235,236,237,238,
277,278,279,280,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,275,276,277,278,
317,318,319,320,24,24,23,23,23,23,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,23,23,23,24,24,315,316,317,318,
357,358,359,360,24,24,23,23,23,24,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,23,23,23,24,24,355,356,357,358,
397,398,399,400,24,24,23,23,23,24,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,23,23,23,24,24,395,396,397,398,
437,438,439,440,24,24,23,23,23,24,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,23,23,23,24,24,435,436,437,438,
477,478,479,480,24,24,23,23,23,24,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,23,23,23,24,24,475,476,477,478,
517,518,519,520,24,24,23,23,23,24,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,23,23,23,24,24,515,516,517,518,
557,558,559,560,24,24,23,23,23,24,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,23,23,23,24,24,555,556,557,558,
23,23,23,24,24,24,23,23,23,24,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,23,23,23,24,24,24,23,23,23,
197,198,199,200,24,24,23,23,23,23,24,24,24,23,23,23,23,23,23,23,23,24,24,24,23,23,23,23,195,196,197,198,199,200,
237,238,239,240,23,24,23,23,23,23,23,24,24,23,23,23,23,23,23,23,23,24,24,23,23,23,23,23,235,236,237,238,239,240,
277,278,279,280,23,24,23,23,23,23,23,24,24,23,23,23,23,23,23,23,23,24,24,23,23,23,23,23,275,276,277,278,279,280,
****************************************************************************************************
mid,34,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,267,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,269,270,271,272,274,0,0,0,0,
0,0,0,0,307,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,309,310,311,312,314,0,0,0,0,
0,0,0,0,347,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,349,350,351,352,354,0,0,0,0,
0,0,0,0,387,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,389,390,391,392,394,0,0,0,0,
0,0,0,0,427,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,429,430,431,432,434,0,0,0,0,
0,0,0,0,467,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,469,470,471,472,474,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,295,383,302,344,338,338,344,302,383,300,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,295,297,302,338,303,304,338,302,297,340,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,295,297,302,302,303,304,305,302,297,340,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,295,297,338,302,303,304,305,338,297,340,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,295,297,302,338,303,304,338,302,297,340,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,295,383,302,302,303,304,305,302,383,340,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,295,337,302,302,338,338,305,302,297,340,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,335,297,302,338,303,304,338,302,297,340,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,375,297,338,302,303,304,305,338,297,340,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,0,0,415,337,338,302,303,304,305,338,337,340,0,0,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,195,198,200,377,382,302,338,338,305,382,377,195,197,200,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,507,0,0,0,0,0,275,277,280,417,338,302,303,304,305,338,417,355,317,320,0,0,0,0,0,514,0,0,0,0,
0,0,0,0,547,550,550,550,550,550,550,396,400,377,383,377,383,383,377,383,377,547,550,551,549,550,551,552,553,554,0,0,0,0,
0,0,0,0,587,590,590,590,590,590,590,590,594,383,377,377,383,383,377,377,383,587,590,591,589,590,591,592,593,594,0,0,0,0,
0,0,0,0,627,630,630,630,630,630,630,630,634,377,383,383,383,383,383,383,377,627,630,631,629,630,631,632,633,634,0,0,0,0,
0,0,0,0,667,670,670,670,670,670,670,670,674,377,377,377,383,383,377,377,377,667,670,671,669,670,671,672,673,674,0,0,0,0,
0,0,0,0,707,710,710,710,710,710,710,710,714,456,457,456,457,456,457,458,459,707,710,711,709,710,711,712,713,714,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
****************************************************************************************************
top,34,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,499,500,501,502,495,496,497,498,503,504,505,506,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,539,540,541,542,535,536,537,538,543,544,545,546,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,105,106,107,108,579,580,581,582,575,576,577,578,583,584,585,586,105,106,107,108,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,145,146,147,148,619,620,621,622,615,616,617,618,623,624,625,626,145,146,147,148,0,0,0,0,0,0,0,
0,0,0,0,0,161,162,185,186,187,188,659,660,661,662,655,656,657,658,663,664,665,666,185,186,187,188,161,162,0,0,0,0,0,
0,0,0,0,0,201,202,0,0,0,361,362,700,701,702,695,696,697,698,703,704,705,361,362,0,0,0,201,202,0,0,0,0,0,
0,0,0,0,0,241,242,0,0,0,401,402,331,332,333,333,333,333,333,332,333,334,401,402,0,0,0,241,242,0,0,0,0,0,
0,0,0,0,0,281,282,0,0,0,441,442,371,372,373,373,373,373,373,372,373,374,441,442,0,0,0,281,282,0,0,0,0,0,
0,0,0,0,0,161,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,162,0,0,0,0,0,
0,0,0,0,0,201,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,202,0,0,0,0,0,
0,0,0,0,0,241,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,242,0,0,0,0,0,
0,0,0,0,0,281,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,282,0,0,0,0,0,
0,0,0,0,0,161,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,162,0,0,0,0,0,
0,0,0,0,0,201,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,202,0,0,0,0,0,
0,0,0,0,0,241,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,242,0,0,0,0,0,
0,0,0,0,0,281,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,282,0,0,0,0,0,
0,0,0,0,0,161,162,0,0,0,0,489,490,0,0,0,0,0,0,0,0,489,490,0,0,0,0,161,162,0,0,0,0,0,
0,0,0,0,0,201,202,0,0,0,0,529,530,0,0,0,0,0,0,0,0,529,530,0,0,0,0,201,202,0,0,0,0,0,
0,0,0,0,0,241,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,242,0,0,0,0,0,
0,0,0,0,0,281,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,282,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,9,10,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,9,10,11,12,13,14,0,0,0,0,0,
0,0,0,0,0,49,50,51,52,53,54,0,0,0,0,0,0,0,0,0,0,0,0,49,50,51,52,53,54,0,0,0,0,0,
0,0,0,0,0,89,90,91,92,93,94,0,0,0,0,0,0,0,0,0,0,0,0,89,90,91,92,93,94,0,0,0,0,0,
0,0,0,0,0,129,130,131,132,133,134,0,0,0,0,0,0,0,0,0,0,0,0,129,130,131,132,133,134,0,0,0,0,0,
0,0,0,0,0,169,170,171,172,173,174,0,0,0,0,0,0,0,0,0,0,0,0,169,170,171,172,173,174,0,0,0,0,0,
0,0,0,0,0,209,210,211,212,213,214,0,0,0,0,0,0,0,0,0,0,0,0,209,210,211,212,213,214,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
****************************************************************************************************
